Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Michael,Smith,Sally Garden 8944,Wesleyfurt,50814,Danmark,DK,19980629-9135,+45,(599)773-9867x0120,1998-06-29,True
Emilie,Næss,Bergeåsen 367,Rønning,5408,Norge,NO,19640516-9851,+47,460 87 632,1964-05-16,True
Marita,Kinnunen,Uskalikontie 8,Kerava,27824,Finland,FI,20000417-080J,+358,+358 17 7146972,2000-04-17,True
Håvard,Antonsen,Ahmedlunden 8D,Leiffjord,3729,Norge,NO,19640227-8585,+47,47191606,1964-02-27,True
Rachel,Martin,Flynn Row 5948,Stanleyview,81795,Danmark,DK,19661010-5177,+45,+1-385-548-2007x46657,1966-10-10,True
Tonje,Arnesen,Larsenhaugen 3,Kristinvær,3339,Norge,NO,19610920-4751,+47,41417422,1961-09-20,True
Johanna,Koivula,Gunnel Nymanin kuja 11,Perho,25917,Finland,FI,19770417-847P,+358,+358399779314,1977-04-17,True
Sten,Jansson,Fabriksvägen 0,Halmstad,82621,Sverige,SE,19810610-2888,+46,08-07 41 89,1981-06-10,True
Peter,Hodges,Robinson Meadow 1859,New Nancyton,71900,Danmark,DK,19420119-5543,+45,001-650-246-9856,1942-01-19,True
Roland,Persson,Storvägen 546,Skövde,56553,Sverige,SE,19800320-8194,+46,+46 (0)72 46 72 73,1980-03-20,True
Cecilia,Davidsson,Parkgränd 2,Lidköping,87358,Sverige,SE,19680202-2689,+46,009-16 55 02,1968-02-02,True
Eva,Sjölander,Furugränd 62,Karlstad,91627,Sverige,SE,19650811-8857,+46,08-249 25 81,1965-08-11,True
Christopher,Bryant,Dennis Turnpike 4865,Lake Thomasmouth,53907,Danmark,DK,19460227-5018,+45,613-676-4139,1946-02-27,True
Marie,Andrén,Aspstigen 56,Stockholm,26969,Sverige,SE,19491214-0088,+46,005-95 46 24,1949-12-14,True
Kathy,Jordan,Brendan Haven 844,Jamesmouth,36943,Danmark,DK,19511227-5044,+45,(814)787-4080x64226,1951-12-27,True
Håvard,Simonsen,Olsenmoen 9,Kristofferbø,9182,Norge,NO,19640611-3051,+47,413 03 594,1964-06-11,True
Maria,Edman,Ängsvägen 856,Västerås,14487,Sverige,SE,19490412-7164,+46,0368-956 68,1949-04-12,True
Mia,Lundin,Skolgatan 52,Karlskoga,67477,Sverige,SE,19670617-8148,+46,+46 (0)839 227 78,1967-06-17,True
Olof,Olsson,Åkervägen 662,Eskilstuna,85168,Sverige,SE,19991207-8605,+46,08-136 929 17,1999-12-07,True
Antonio,Jansson,Nyvägen 95,Karlskrona,18470,Sverige,SE,19871124-0852,+46,0684-45 01 93,1987-11-24,True
Doris,Bengtsson,Järnvägsvägen 9,Kristianstad,96790,Sverige,SE,19461111-9972,+46,054-157 77 07,1946-11-11,True
Liisa,Taipale,Sahaajantie 6,Lemland,28792,Finland,FI,19520527-532U,+358,046 933 7934,1952-05-27,True
Kasper,Nilsson,Kvarntorget 812,Ängelholm,98711,Sverige,SE,19801105-0593,+46,08-72 26 89,1980-11-05,True
Gunvor,Granlund,Fabriksgatan 60,Växjö,67514,Sverige,SE,19770816-8228,+46,+46 (0)8 044 673 64,1977-08-16,True
Terje,Hagen,Tveitjordet 5B,Jakobsen,0387,Norge,NO,19810702-7394,+47,99250758,1981-07-02,True
Martin,Wang,Skolvägen 040,Motala,45198,Sverige,SE,19790219-8632,+46,08-94 59 46,1979-02-19,True
Björn,Nilsson,Parkstigen 098,Gävle,87265,Sverige,SE,19940802-5945,+46,08-505 529 20,1994-08-02,True
Beata,Ström,Backgatan 7,Umeå,42616,Sverige,SE,19691123-3345,+46,08-944 686 59,1969-11-23,True
Marika,Syrjälä,Bengalinkuja 157,Lestijärvi,61417,Finland,FI,19730404-221Y,+358,+358 115268294,1973-04-04,True
Grace,Curtis,Amanda Burgs 41030,Toddchester,71146,Danmark,DK,19520515-5981,+45,668-691-3871x354,1952-05-15,True
Kent,Sjölund,Ängsgatan 629,Gävle,43635,Sverige,SE,19680421-7789,+46,0192-732 39,1968-04-21,True
Catarina,Ek,Idrottsgatan 2,Göteborg,46425,Sverige,SE,19410406-9667,+46,+46 (0)470 460 38,1941-04-06,True
Elis,Eriksson,Björkgatan 9,Karlstad,21669,Sverige,SE,19890819-4664,+46,0701-40 52 28,1989-08-19,True
Torbjörn,Ahmad,Parkstigen 823,Kristianstad,40852,Sverige,SE,19750329-0663,+46,004-05 83 12,1975-03-29,True
Felicia,Stenberg,Järnvägstorget 5,Motala,73580,Sverige,SE,19500129-9318,+46,+46 (0)01 79 19 27,1950-01-29,True
Mathias,Wallin,Åkervägen 5,Falun,55502,Sverige,SE,19971212-0201,+46,+46 (0)979 448 46,1997-12-12,True
Nils,Wallin,Åkervägen 38,Gävle,29530,Sverige,SE,19540214-8048,+46,+46 (0)107 165 02,1954-02-14,True
Steinar,Strand,Jensenrøa 1,Sveinmark,5879,Norge,NO,19511204-2331,+47,949 77 143,1951-12-04,True
Ida,Nyberg,Industrigatan 49,Norrköping,57729,Sverige,SE,19600405-9018,+46,0958-17 12 42,1960-04-05,True
Terrance,Johnson,Jones Lodge 36253,South Wayneburgh,88868,Danmark,DK,19720621-4950,+45,001-685-913-6013,1972-06-21,True
Göran,Östman,Åkerstigen 64,Jönköping,86353,Sverige,SE,19500202-8896,+46,002-08 39 73,1950-02-02,True
Bryan,Brooks,Johnny Corner 6266,South Kathyton,70427,Danmark,DK,19620118-2348,+45,(909)943-7352x335,1962-01-18,True
Carlos,Clarke,Flynn Well 42281,East Edward,39671,Danmark,DK,19940406-4156,+45,(728)457-5438,1994-04-06,True
Marie,Olsson,Genvägen 2,Nyköping,23775,Sverige,SE,19670618-4581,+46,0204-611 01,1967-06-18,True
Jennie,Nilsson,Ängstorget 96,Västerås,12040,Sverige,SE,19520312-8689,+46,+46 (0)8 483 677 20,1952-03-12,True
Ida,Johansson,Parkgatan 252,Örebro,92292,Sverige,SE,19880729-7252,+46,+46 (0)352 583 19,1988-07-29,True
Anna,Donovan,Ball Springs 189,Horntown,71752,Danmark,DK,19730326-5102,+45,(208)885-6063x0632,1973-03-26,True
Camilla,Berntsen,Bakkemarka 9,Knudsen,4849,Norge,NO,19570403-4260,+47,40975595,1957-04-03,True
Marjut,Toivonen,Uurtajanbulevardi 097,Pöytyä,17307,Finland,FI,19491224-230U,+358,016 171 1047,1949-12-24,True
Elisabeth,Norman,Backvägen 48,Nyköping,97392,Sverige,SE,19660425-0031,+46,+46 (0)747 190 28,1966-04-25,True
Christer,Johansson,Industrivägen 33,Skövde,88145,Sverige,SE,19740325-8287,+46,08-217 13 79,1974-03-25,True
Patricia,Washington,Hamilton Shores 9345,East Anthony,25202,Danmark,DK,19811120-9829,+45,001-488-443-6458x2317,1981-11-20,True
Shawn,Shea,Wallace Skyway 436,New Mistyside,21230,Danmark,DK,19820208-3214,+45,835.377.5145x356,1982-02-08,True
Rebecca,Åström,Trädgårdsgatan 785,Lidingö,31582,Sverige,SE,19430515-3149,+46,08-212 71 68,1943-05-15,True
Olle,Bolin,Gengatan 6,Lund,70958,Sverige,SE,19840520-8222,+46,0997-667 57,1984-05-20,True
Elli,Nurminen,Tukkisillanbulevardi 154,Laihia,94714,Finland,FI,19600107-335J,+358,+358195720671,1960-01-07,True
Helen,Carlsson,Villagränd 8,Varberg,57367,Sverige,SE,19981022-5211,+46,0765-799 85,1998-10-22,True
Kristin,Danielsen,Solheimringen 3B,Vik,6708,Norge,NO,19560727-9912,+47,34914062,1956-07-27,True
Eva,Lundgren,Storgatan 9,Göteborg,44560,Sverige,SE,19870719-5453,+46,040-634 40 69,1987-07-19,True
Jens,Vik,Vikvollen 39B,Andersen,9985,Norge,NO,19731021-7675,+47,411 68 154,1973-10-21,True
Kajsa,Wallén,Ängsgatan 783,Norrköping,17273,Sverige,SE,19910831-5250,+46,0349-56 49 47,1991-08-31,True
Knut,Strøm,Jakobsenskrenten 5E,Eide,2696,Norge,NO,19570821-9080,+47,60 31 74 63,1957-08-21,True
Dylan,Rowland,Cox Squares 63051,Jasonfort,11375,Danmark,DK,19440425-0928,+45,+1-291-460-2747x89524,1944-04-25,True
Edward,Tyler,Robert Union 231,Taraport,64040,Danmark,DK,19470402-3428,+45,+1-544-415-8769x1219,1947-04-02,True
Klas,Persson,Kyrkostigen 547,Uddevalla,11026,Sverige,SE,19940828-2405,+46,08-19 17 81,1994-08-28,True
Michael,Butler,Ferguson Wall 94849,North Russell,16859,Danmark,DK,19760415-9393,+45,(543)229-0754x263,1976-04-15,True
Lindsey,Cabrera,Jones Plain 24180,Lake Brandy,10795,Danmark,DK,19510302-0684,+358,(556)849-6760x8452,1951-03-02,True
Morten,Hagen,Abrahamsenskogen 18,Torestrand,3156,Norge,NO,19540309-3907,+47,46437478,1954-03-09,True
Rasmus,Karlsson,Nygatan 161,Halmstad,25270,Sverige,SE,19720804-6726,+46,+46 (0)8 772 809 75,1972-08-04,True
Jan,Olsson,Ekvägen 93,Sundsvall,31379,Sverige,SE,19610129-7781,+46,+46 (0)17 32 33 27,1961-01-29,True
Tapio,Puustinen,Vesalankatu 1,Kolari,05722,Finland,FI,19421103-132S,+358,+358309659037,1942-11-03,True
Tobias,Danielsson,Trädgårdsstigen 9,Örebro,94730,Sverige,SE,19431007-0016,+46,+46 (0)012 548 64,1943-10-07,True
Christina,Wahlström,Stationsstigen 9,Nyköping,11371,Sverige,SE,19990716-4289,+46,+46 (0)916 642 94,1999-07-16,True
Robert,Berry,Sarah Keys 452,Lake Kristin,93648,Danmark,DK,19480827-6873,+45,(823)583-3571x26650,1948-08-27,True
Per,Johansson,Genstigen 356,Uppsala,58458,Sverige,SE,19930730-5050,+46,+46 (0)8 753 990 12,1993-07-30,True
Alexander,Lundgren,Furuvägen 0,Karlstad,66318,Sverige,SE,19960625-5546,+46,0430-86 70 97,1996-06-25,True
Jens,Lien,Solbergekra 129,Martedal,9950,Norge,NO,19781002-9838,47,942 54 917,1978-10-02,True
Deborah,Watkins,Kari Forest 663,East Diana,94715,Danmark,DK,19700409-5864,+45,273-861-5744,1970-04-09,True
Grethe,Svendsen,Thomassenspranget 00,Jenssen,9177,Norge,NO,19911002-3954,+47,72 71 84 62,1991-10-02,True
Siri,Moe,Henriksenringen 7A,Antonsen,0433,Norge,NO,19650715-0962,+47,402 97 394,1965-07-15,True
Hans,Högberg,Idrottsvägen 7,Västerås,91480,Sverige,SE,19410905-6551,+46,061-973 28 02,1941-09-05,True
Venla,Peltonen,Louhenpolku 63,Siikajoki,68100,Finland,FI,19820329-6759,+358,0423472571,1982-03-29,True
Wanda,Parker,Burns Extensions 8476,Lake Matthew,16370,Danmark,DK,19631031-3571,+45,+1-263-649-3795x463,1963-10-31,True
Svea,Lindberg,Fabriksvägen 2,Helsingborg,18796,Sverige,SE,19451126-2546,+46,+46 (0)8 003 833 68,1945-11-26,True
Troy,Thompson,Brown Fall 0457,Charlesbury,94785,Danmark,DK,19430326-2515,+45,(634)845-4331x43523,1943-03-26,True
Torsten,Gustafsson,Trädgårdsvägen 9,Norrköping,15851,Sverige,SE,19911221-9448,+46,08-315 15 65,1991-12-21,True
Bente,Næss,Jakobsenjordet 07B,Ødegård,9445,Norge,NO,19550505-1997,+47,941 00 785,1955-05-05,True
Maria,Hansson,Skolvägen 419,Malmö,46109,Sverige,SE,19961006-5435,+46,+46 (0)66 45 37 43,1996-10-06,True
Emil,Hansen,Jakobsenstubben 6C,Espenby,1607,Norge,NO,19710124-3699,+47,+47 77 87 01 33,1971-01-24,True
Patricia,Nygren,Åkervägen 76,Växjö,61597,Sverige,SE,19530118-0624,+46,+46 (0)62 88 47 80,1953-01-18,True
Samantha,Scott,Madison Fork 39859,Wrightbury,36050,Danmark,DK,19620522-1035,+45,6494189636,1962-05-22,True
Olav,Ødegård,Dahlåsen 542,Martinvær,5771,Norge,NO,19570907-5002,+47,21 20 24 16,1957-09-07,True
Annette,Larsson,Kyrkovägen 91,Helsingborg,11953,Sverige,SE,19681207-5466,+46,08-003 13 75,1968-12-07,True
Andreas,Nordlander,Industrivägen 052,Trelleborg,85124,Sverige,SE,19441203-4984,+46,0703-69 83 64,1944-12-03,True
Patricia,Silva,Graham Estates 941,South Ericaville,65103,Danmark,DK,19980224-9686,+45,(402)283-0225x819,1998-02-24,True
Göran,Pettersson,Industristigen 6,Lidingö,87399,Sverige,SE,19590811-8059,+46,08-82 35 97,1959-08-11,True
Ann,Nielsen,Antonsenstubben 1F,Jørgenstad,8939,Norge,NO,19861030-5221,+47,966 85 443,1986-10-30,True
Ingvar,Larsson,Strandtorget 155,Falun,22177,Sverige,SE,19931030-2555,+46,0143-576 61,1993-10-30,True
Sofia,Lennartsson,Nygränd 1,Halmstad,35246,Sverige,SE,19890129-4002,+46,+46 (0)8 073 984 33,1989-01-29,True
Petter,Knudsen,Næssfaret 1C,Martinsen,4770,Norge,NO,19911116-8307,+47,40 19 51 32,1991-11-16,True
Elisabeth,Sjöberg,Gengatan 24,Skövde,34559,Sverige,SE,19570906-3871,+46,08-62 70 57,1957-09-06,True
Andres,Stenberg,Kyrkgränd 6,Falun,94951,Sverige,SE,19940406-5404,+46,08-45 40 96,1994-04-06,True
Julia,Björk,Nyvägen 71,Malmö,62327,Sverige,SE,19520108-8957,+46,08-409 117 08,1952-01-08,True
Brandon,Marshall,Matthew Trace 7660,Faithville,13911,Danmark,DK,19490118-9658,+45,576-575-1398x97433,1949-01-18,True
Pontus,Svanberg,Granvägen 47,Nyköping,66753,Sverige,SE,19871003-1527,+46,08-31 80 99,1987-10-03,True
Ernst,Khalil,Trädgårdsgatan 507,Borås,50781,Sverige,SE,19880204-3995,+46,+46 (0)8 590 499 69,1988-02-04,True
Sonja,Nilsson,Kvarntorget 19,Nyköping,16180,Sverige,SE,19510721-3161,+46,08-464 814 07,1951-07-21,True
Gustav,Johansson,Strandgatan 44,Piteå,27699,Sverige,SE,19651019-2728,+46,+46 (0)322 724 31,1965-10-19,True
Vidar,Gulbrandsen,Bøespranget 15,Leifhamn,7257,Norge,NO,19720130-0541,+47,71202697,1972-01-30,True
Kim,Halvorsen,Aunegrenda 5,Knutsen,3012,Norge,NO,19760420-1618,+47,984 70 327,1976-04-20,True
Therese,Aronsson,Fabriksstigen 01,Växjö,27383,Sverige,SE,19930205-4786,+46,08-717 886 00,1993-02-05,True
Sofia,Larsson,Bäckgatan 22,Borås,44753,Sverige,SE,19720601-5495,+46,+46 (0)514 930 99,1972-06-01,True
Unni,Johansen,Gulbrandseneggen 60F,Stigeid,8899,Norge,NO,19400304-3870,+47,+47 38 34 35 53,1940-03-04,True
Maj,Henriksson,Ringstigen 71,Helsingborg,74786,Sverige,SE,19400727-7478,+46,08-329 90 50,1940-07-27,True
Brandon,Hobbs,Briana Street 26723,Port Michael,89202,Danmark,DK,19961217-1282,+45,001-236-362-1334x65686,1996-12-17,True
Per,Wallin,Fabrikstorget 3,Skellefteå,63012,Sverige,SE,19650315-9808,+46,099-134 81 39,1965-03-15,True
Chelsea,White,Campbell Springs 37469,Danafurt,03212,Danmark,DK,19891206-9925,+45,+1-885-245-8233x95005,1989-12-06,True
Ulf,Sjöholm,Ringvägen 719,Falun,38013,Sverige,SE,19951212-9763,+46,+46 (0)357 769 64,1995-12-12,True
Irene,Ellingsen,Jørgensenmyra 2,Tangen,4413,Norge,NO,19600613-2858,+47,431 25 188,1960-06-13,False
Boel,Hedlund,Kyrkogatan 953,Sandviken,17031,Sverige,SE,19571106-7622,+46,007-48 97 83,1957-11-06,True
John,Lane,Andrew Cliff 86167,Jasonberg,29715,Danmark,DK,19670602-9457,+45,(491)361-4745x19964,1967-06-02,True
Stephanie,Meyer,Eric Fork 523,East Hannah,57474,Danmark,DK,19830502-0739,+45,001-882-398-3306x8966,1983-05-02,True
Anton,Johansson,Industrigatan 398,Motala,74228,Sverige,SE,19820123-7502,+46,+46 (0)8 646 217 22,1982-01-23,True
Nova,Lindström,Stationsstigen 1,Trollhättan,94618,Sverige,SE,19901106-5634,+46,08-295 350 18,1990-11-06,True
Carita,Ikonen,Runonlaulajankuja 1,Säkylä,57063,Finland,FI,19480312-134H,+358,+358 29 4312155,1948-03-12,True
Ingvar,Christensen,Skolvägen 03,Växjö,71267,Sverige,SE,19641224-4394,+46,08-74 15 76,1964-12-24,True
Gustav,Ekholm,Aspgränd 833,Landskrona,13991,Sverige,SE,19421107-0922,+46,0970-838 18,1942-11-07,True
Alexander,Kristoffersen,Brekkefaret 52,Andreassen,7659,Norge,NO,19861031-7130,+47,48 81 20 88,1986-10-31,True
Lennart,Andersson,Bäckgatan 6,Linköping,13471,Sverige,SE,19721222-6989,+46,08-994 068 62,1972-12-22,True
Brian,Sanders,Green Walks 3553,East Marissa,06873,Danmark,DK,19680209-3153,+45,(481)294-9684x48098,1968-02-09,True
Melissa,Wallace,Amber Harbor 5162,Wendyland,45011,Danmark,DK,19670208-5889,+45,935-808-3705x19901,1967-02-08,True
Elena,Vilhelmsson,Industrigränd 73,Malmö,26880,Sverige,SE,19420420-3807,+46,08-86 46 86,1942-04-20,True
Dustin,Spence,Hood Alley 41211,Mccoyhaven,61546,Danmark,DK,19751020-3284,+45,4534399317,1975-10-20,True
Dennis,Larsson,Ängsvägen 68,Västerås,92787,Sverige,SE,19440730-9750,+46,016-484 93 33,1944-07-30,True
Kent,Lundberg,Villagatan 69,Sundsvall,49263,Sverige,SE,19571101-8785,+46,011-574 99 59,1957-11-01,True
Armas,Martikainen,Dosentinbulevardi 42,Pello,12399,Finland,FI,19440105-305W,+358,+358 29 3900319,1944-01-05,True
Anja,Malmberg,Ängsgatan 51,Borås,33579,Sverige,SE,19700806-8623,+46,08-936 804 35,1970-08-06,True
Hilde,Jørgensen,Rasmussenengen 9,Isaksen,2842,Norge,NO,19531126-3829,+47,+47 41 58 70 57,1953-11-26,True
Robin,Aronsson,Aspstigen 8,Norrköping,13899,Sverige,SE,19640117-1377,+46,0282-74 09 63,1964-01-17,True
Christin,Vikström,Industrigatan 075,Falun,95535,Sverige,SE,19501225-5864,+46,+46 (0)37 52 56 26,1950-12-25,True
Anna,Bakken,Hansenengen 8,Idaodden,1379,Norge,NO,19650722-6285,+47,+4739538568,1965-07-22,True
Nora,Aune,Ødegårdtjernet 1,Cathrinehelle,8198,Norge,NO,19851019-0652,+47,06 64 17 49,1985-10-19,True
Sofia,Brännström,Trädgårdsvägen 70,Alingsås,34801,Sverige,SE,19451128-6285,+46,+46 (0)8 950 185 59,1945-11-28,True
Stephen,George,Dustin Lock 5896,North Allenhaven,57705,Danmark,DK,19760510-2774,+45,+1-376-840-1363x90484,1976-05-10,True
Åsa,Berggren,Kyrkgränd 0,Motala,82626,Sverige,SE,19890411-5470,+46,08-003 702 22,1989-04-11,True
Ryan,Sanchez,Stewart Roads 24041,Port Maureenshire,02679,Danmark,DK,19630110-4521,+45,685.589.9657x1866,1963-01-10,True
Leif,Åkesson,Kyrkogatan 709,Mölndal,51427,Sverige,SE,19700401-2655,+46,+46 (0)864 827 61,1970-04-01,True
Tony,Olsson,Kyrkogatan 875,Halmstad,26732,Sverige,SE,19711220-0660,+46,08-863 88 20,1971-12-20,True
Svea,Hansson,Ringgränd 08,Motala,91786,Sverige,SE,19931001-4987,+46,08-680 89 52,1993-10-01,True
Wenche,Edvardsen,Andresenstien 6,Annhamn,8910,Njrge,NO,19440331-7396,+47,+47 31 55 04 33,1944-03-31,True
Maria,Göransson,Backgatan 0,Ängelholm,32621,Sverige,SE,19691127-8961,+46,009-150 45 89,1969-11-27,True
Amanda,Oliver,Allen Road 51110,Dianehaven,71628,Danmark,DK,19960916-9516,+45,(567)255-0979x511,1996-09-16,True
Olof,Carlsson,Villavägen 52,Halmstad,28795,Sverige,SE,19620815-8985,+46,0457-40 97 09,1962-08-15,True
Elisabet,Nordin,Ängsgatan 71,Kristianstad,86053,Sverige,SE,19460416-7048,+46,08-500 711 72,1946-04-16,True
Stephen,Pierce,Dillon Stravenue 732,South Anna,08225,Danmark,DK,19490708-1919,+45,534.582.5618,1949-07-08,True
Karin,Zhang,Kyrkovägen 3,Karlskrona,45965,Sverige,SE,19581211-4696,+46,08-135 79 95,1958-12-11,True
Erica,Johansson,Bäckgatan 7,Gävle,76936,Sverige,SE,19910613-6147,+46,08-209 165 67,1991-06-13,True
Line,Eriksen,Thorsenhøgda 6,Mariafjell,2645,Norge,NO,19850311-6925,+47,15477914,1985-03-11,True
Lucas,Lundberg,Järnvägsstigen 416,Skövde,14034,Sverige,SE,19690622-3685,+46,035-23 28 98,1969-06-22,True
Linnéa,Johansson,Kyrkogatan 7,Kalmar,81686,Sverige,SE,19510819-5803,+46,08-18 99 75,1951-08-19,True
Espen,Holm,Liemyra 70,Thorsen,7640,Norge,NO,19720225-0745,+47,94106826,1972-02-25,True
Robert,Myhre,Andreassentoppen 446,Berntsen,3362,Norge,NO,19810403-4644,+47,47777027,1981-04-03,True
Mari,Nielsen,Olsenstykket 25,Mariannefjell,6390,Norge,NO,19540803-4831,+47,430 57 671,1954-08-03,True
Leif,Lie,Kristoffersenflata 030,Sivås,0487,Norge,NO,19790602-1095,+47,18 37 66 05,1979-06-02,True
Katie,Mccarthy,Mills Lock 330,West Sharon,35968,Danmark,DK,19890407-1204,+45,799.287.6086x982,1989-04-07,True
Bengt,Wikström,Backgränd 599,Växjö,76802,Sverige,SE,19960101-6926,+46,0791-176 02,1996-01-01,True
Wenche,Bakke,Gundersenhavna 978,Hannafjell,1684,Norge,NO,19771204-4740,+47,928 25 876,1977-12-04,True
Martha,James,Scott Gateway 36035,Adamport,38923,Danmark,DK,19960120-5952,+45,986-760-0408x67018,1996-01-20,True
Emma,Nordström,Bäckvägen 2,Stockholm,29890,Sverige,SE,19560711-5877,+46,08-83 80 01,1956-07-11,True
Marianne,Karlsson,Furustigen 237,Malmö,42500,Sverige,SE,19430224-6143,+46,08-87 67 70,1943-02-24,True
Line,Martinsen,Ruudtoppen 3,Irenenes,3665,Norge,NO,19980712-3921,+47,+4755027857,1998-07-12,True
Stephen,Wood,Smith Mountains 009,New Aaronland,72238,Danmark,DK,19530319-5082,+45,215.423.3291,1953-03-19,True
April,Berry,Stokes Stravenue 510,Port Rhondabury,83850,Danmark,DK,19450329-7896,+45,001-995-723-6071x327,1945-03-29,True
Nina,Svendsen,Isaksenbråten 4C,Danieløy,2634,Norge,NO,19740214-7052,+47,08 06 80 59,1974-02-14,True
Jason,Bonilla,Cheryl Mountains 4565,Emilyton,21613,Danmark,DK,19690223-0644,+45,001-503-674-8071x66779,1969-02-23,True
Sara,Kristoffersen,Gundersenringen 75,Torvik,5371,Norge,NO,19770419-2415,+47,949 77 884,1977-04-19,True
Egil,Solberg,Larsenstien 9,Hegeby,8135,Norge,NO,19530206-1666,+47,44 43 40 61,1953-02-06,True
Emilia,Svensson,Kvarnvägen 13,Karlstad,22659,Sverige,SE,19820724-9477,+46,006-521 55 44,1982-07-24,True
Theodore,Silva,Mccarthy Tunnel 09817,North Christopher,93050,Danmark,DK,19721121-7544,+45,+1-541-656-2695x547,1972-11-21,True
Jennifer,Diaz,Patel Ramp 36057,Jamesborough,02738,Danmark,DK,19930711-0436,+45,(346)842-9798,1993-07-11,True
Peter,Ahmad,Nytorget 972,Lidingö,74619,Sverige,SE,19970329-1362,+358,08-87 59 27,1997-03-29,True
Frode,Johnsen,Johansenplassen 5,Sørensen,3392,Norge,NO,20000223-2024,+47,04 14 22 81,2000-02-23,True
Linus,Karlsson,Granstigen 47,Norrköping,69783,Sverige,SE,19710320-8924,+46,08-300 41 69,1971-03-20,True
Hilda,Gustafsson,Åkervägen 84,Malmö,45399,Sverige,SE,19900407-3092,+46,08-275 145 04,1990-04-07,True
Katharina,Åström,Kyrkgatan 6,Trollhättan,66672,Sverige,SE,20000901-8904,46,0142-03 15 91,2000-09-01,True
Mette,Sivertsen,Dahlhøgda 8B,Emilø,3435,Norge,NO,19740825-7162,+47,957 38 066,1974-08-25,True
Tobias,Israelsson,Nygatan 5,Uddevalla,53513,Sverige,SE,19930912-5962,+46,08-92 56 30,1993-09-12,True
Matti,Hänninen,Rukkilantie 238,Sund,12654,Finland,FI,19840421-513D,+358,0038084918,1984-04-21,True
Sakari,Palomäki,Taimistonpolku 0,Siikainen,59110,Finland,FI,19720528-7468,+358,+358797451606,1972-05-28,True
William,Burns,Hughes Loaf 11258,North Pamela,98313,Danmark,DK,19400528-4323,+45,+1-462-394-4955x0759,1940-05-28,True
Heather,Conner,Sarah Rue 590,East William,17335,Danmark,DK,19710419-2228,+45,605-838-3906,1971-04-19,True
Niclas,Hellström,Idrottsvägen 581,Varberg,44479,Sverige,SE,19830408-4125,+46,08-289 419 52,1983-04-08,True
Alyssa,Williams,Smith Parkway 8746,Annhaven,22267,Danmark,DK,19951002-2816,+45,7955465447,1995-10-02,True
Marit,Amundsen,Johannessengrenda 519,Berge,5887,Norge,NO,19750420-4832,+47,+47 29 64 59 89,1975-04-20,True
Ingrid,Eide,Sætherskogen 2,Jacobsen,5349,Norge,NO,19590714-2584,+47,96865408,1959-07-14,True
Eric,House,Pamela Summit 563,South Craig,81784,Danmark,DK,19930906-3716,+47,986-283-5125,1993-09-06,True
Marianne,Magnusson,Kyrkogränd 05,Norrköping,60307,Sverige,SE,19790521-9200,+46,08-597 506 61,1979-05-21,True
Mark,Wang,Phyllis Mount 469,Martinezchester,33921,Danmark,DK,19631210-2371,+45,001-393-504-0742x89743,1963-12-10,True
Rachel,Boone,Linda Curve 3934,Hensonmouth,93152,Danmark,DK,19531207-5292,+45,615.304.3456x605,1953-12-07,True
Crystal,Lee,Berry Orchard 26674,West Anthonyberg,98393,Danmark,DK,19440613-4477,+45,001-781-226-4577x3205,1944-06-13,True
Liv,Aasen,Haugevollen 887,Sørensen,0798,Norge,NO,19990508-5315,+47,445 77 790,1999-05-08,True
Dan,Larsson,Gengatan 4,Borås,62062,Sverige,SE,19520112-9055,+46,053-400 29 08,1952-01-12,True
Sierra,Taylor,Gonzalez Branch 30745,Garciachester,40419,Danmark,DK,19871119-8378,45,957-268-1730,1987-11-19,True
Danny,Johnson,Megan Estate 35371,Evansmouth,28020,Danmark,DK,19680511-7970,+45,+1-217-348-3382x8185,1968-05-11,True
Sofia,Fransson,Nygatan 3,Linköping,25087,Sverige,SE,19950709-4647,+46,001-817 57 49,1995-07-09,True
Christopher,Taylor,Donna Run 70637,North Matthewtown,11206,Danmark,DK,19940101-3512,+45,(427)696-6685x409,1994-01-01,True
Synnøve,Johannessen,Eriksenplassen 81B,Jørgenvåg,5899,Norge,NO,19760208-4205,+47,25 95 71 19,1976-02-08,True
Kaisa,Aalto,Louhikkokuja 226,Eura,14130,Finland,FI,19910504-780L,+358,+358628347607,1991-05-04,True
Sakari,Kuisma,Zaidanbulevardi 062,Oulainen,04187,Finland,FI,19530424-1139,+358,0482708348,1953-04-24,True
Eva,Hellgren,Ekgränd 1,Linköping,50648,Sverige,SE,19910327-2916,+46,0287-89 41 71,1991-03-27,True
Anna,Edman,Storgatan 9,Lidingö,60823,Sverige,SE,19401026-0649,+46,+46 (0)8 335 706 52,1940-10-26,True
Alexander,Jansson,Åkertorget 7,Skellefteå,89106,Sverige,SE,19630422-3006,+46,039-224 31 96,1963-04-22,True
Wenche,Solberg,Henriksenalléen 79,Myklebust,1443,Norge,NO,19961024-1074,+47,22 25 23 92,1996-10-24,True
Sarah,Lundberg,Järnvägsstigen 28,Jönköping,99205,Sverige,SE,19750608-5053,+46,0480-64 55 42,1975-06-08,True
George,Mckinney,Lynch Valley 8328,Kellyhaven,30562,Danmark,DK,19590817-8071,+45,001-935-937-3161x3033,1959-08-17,True
